,tweets,label,agreement
1628,ill never get vaccine ill probably vaccinate kid one day ever lol,-1.0,0.6666666666666666
1629,gon na get vaccine cootie dont want get autism,-1.0,0.3333333333333333
1630,california measles outbreak case latest solano county californiacentered measles outbreak,0.0,0.6666666666666666
1631,hey columbia remember proved dont measles mumps rubella first time still dont,0.0,1.0
1632,child must vaccinated,1.0,1.0
1633,vaccine effective number needed vaccinate prevent disease,1.0,1.0
1634,average people complain live longer releasing tension increase immunity boost health,0.0,1.0
1635,salmonella outbreak texas drug resistant strand thats scary amp wont long til shit like measles mutates,0.0,0.6666666666666666
1636,open border disease eradicated measlesmumpsand never heard build freaken wall,0.0,0.6666666666666666
1637,average ppl complain live longer releasing tension increase immunity boost health im invincible,0.0,1.0
1638,killing polio vaccine worker ridiculous working making vaccine acceptable getting worthwhile everyday,1.0,0.6666666666666666
1639,please get child vaccinated worth risk infecting others enduring pain cause child,1.0,1.0
1640,would interested hearing opinion know educated vaccination poisoning autism,-1.0,1.0
1641,new hey love trappfly,0.0,1.0
1642,measles party tacky,0.0,1.0
1643,cdc flu strain dangerous year vaccine may dud federal health official warning,0.0,0.6666666666666666
1644,measles going around disneyland,0.0,1.0
1645,im dying feel like hell measles mono whichever suck,0.0,0.6666666666666666
1646,le meh kid like disneyland kid properly vaccinated caught measles,1.0,0.6666666666666666
1647,christie parent measure choice vaccinating child via,-1.0,0.6666666666666666
1648,kinda loving weird way measles outbreak really dont like disneyland,0.0,1.0
1649,much want bet kid arent vaccinated seriously looked liked type,1.0,0.6666666666666666
1650,youre putting kid literally incapable vaccinated risk fucker real criminal,1.0,0.6666666666666666
1651,good mmr high every win give lp basically take win row go tier,0.0,1.0
1652,im mmr station mount pleasant mi,0.0,0.6666666666666666
1653,shouldnt worry measles,0.0,0.6666666666666666
1654,removing polio million child got vaccine bit tool plan understand learn amp show,1.0,1.0
1655,merck vaccine developer admits vaccine routinely contain hidden cancer virus derived diseased monkey,-1.0,0.6666666666666666
1656,f ebola scare tactic rd world country vaccination,-1.0,0.3333333333333333
1657,roderick kidnapped joey look like somebody want immunity,0.0,1.0
1658,average people complain live longer releasing tension increase immunity boost health,0.0,0.6666666666666666
1659,oh oregon rtuser many people arent vaccinating kid state,1.0,1.0
1660,dem million dollar convos,0.0,1.0
1661,final vaccination thus closing book last year amazon rainforest trip passport health brooklyn,0.0,0.6666666666666666
1662,co rank unvaccinated kid putting everyone risk science proven faked almost year ago,1.0,1.0
1663,method convince parent putting child amp others grave risk bad reason vaccinating,1.0,1.0
1664,vaccineget kid vaccinated dont forget booster shot,1.0,0.6666666666666666
1665,jennifair spring,0.0,0.6666666666666666
1666,think proven time amp time vaccination isnt problem autism spectrum,1.0,0.6666666666666666
1667,jus took nd mmr shot health dept n nurse askd handle da st idk since back n smh lolsort,0.0,0.6666666666666666
1668,measles eradicated usa thanks antivaccine advocate back took idiot year thanks jenny mccarthy,1.0,1.0
1669,hope one u phoenix stadium measles,1.0,0.6666666666666666
1670,whats life without risk,0.0,1.0
1671,complaining mmr youre kook yes u claim love science,1.0,0.6666666666666666
1672,talk local health expert recent measles outbreak throughout country public need stay safe,0.0,1.0
1673,meanwhile u sitting promising vaccine,0.0,0.6666666666666666
1674,bwt wont kid show stupid kid immunity law sue ha,0.0,1.0
1675,dont get parent dont vaccinate kid side effect could worse disease would almost certainly kill,1.0,1.0
1676,hey guy please u normally functioning adult would like raise healthy kid,1.0,1.0
1677,exotic vaccination oh waco infectious disease clinic,1.0,0.6666666666666666
1678,measles,0.0,1.0
1679,percent say childhood vaccination mandatory child,1.0,1.0
1680,people complain live longer releasing tension increase immunity improves overall health im nvr dying,0.0,1.0
1681,honestly wouldnt vaccinate child either thats pay doctor,-1.0,1.0
1682,parent asking doctor delay vaccinating child study find dumb,1.0,0.6666666666666666
1683,vaccine pneumonia meningitis routinely given baby exceeds expectation,1.0,1.0
1684,measles rpi,0.0,0.6666666666666666
1685,maybe shouldnt give baby vaccine developed ya think,-1.0,0.6666666666666666
1686,rubella actually known german measles simply measles,0.0,1.0
1687,mandate flu vaccine healthcare worker journal say,0.0,0.6666666666666666
1688,measles,0.0,1.0
1689,everything lit sixty,0.0,1.0
1690,im pissed measles outbreak let blame american parent vaccinatingroot cause mexican illegal child,-1.0,0.3333333333333333
1691,explorer gave native american blanket deliberately infected measles killing population,0.0,1.0
1692,one iq follows full cdc vaccine schedule discus,-1.0,0.6666666666666666
1693,sex known produce health benefit stress reduction weight loss increased immunity improved cardiovascular functioning,0.0,1.0
1694,wont neighboruser,0.0,1.0
1695,let get bent,0.0,1.0
1696,hpv vaccine myth put health life risk say health leader airing fact,1.0,1.0
1697,superstition battle truth vaccine saved million life,1.0,1.0
1698,sad drawn suspicion vaccine campaign bombing childrens vaccine clinic beyond insane,0.0,0.6666666666666666
1699,measles kill vaccinate child child,1.0,1.0
1700,benefit measles rt real oh,-1.0,0.3333333333333333
1701,brilliantuser cover u measles outbreak using loaded language use cover foreign country,0.0,1.0
1702,people people see beginning measles outbreak wichita vaccine,1.0,1.0
1703,oh avrils fallen victim markeritis totally preventable vaccinate kid,1.0,0.6666666666666666
1704,shooing cough outbreak pdx elementary schooldumbass liberal parent didnt vaccinate kid,1.0,1.0
1705,mit scientist show happen child receive aluminum containing vaccine collectiveevolution,-1.0,0.6666666666666666
1706,one kept baby til six month old got ta let immunity build fuck dat,0.0,0.6666666666666666
1707,republican put political spin almost everything appears believe vaccine cause autism whn fact there evidence,1.0,1.0
1708,mayo clinic knocked widespread blood cancer remission blast measles vaccine,0.0,0.6666666666666666
1709,since kid amount vaccination doubled many people believe try autism,-1.0,0.3333333333333333
1710,yes many way vaccinating socially irresponsible vaccine cause autism,1.0,1.0
1711,forever mad parent dont vaccinate child youre better everyone else,1.0,1.0
1712,visit kakuma refugee camp kenya underscore need action,0.0,1.0
1713,tough men indeed bomb northwest pakistan hit vaccination campaign killing least people official say,0.0,1.0
1714,enjoying late lunch hour health department guatemala immunization,1.0,0.6666666666666666
1715,u measles booty bitch unblock,0.0,1.0
1716,getting passport vaccination prepped,0.0,0.6666666666666666
1717,kid vaccinated dont worry plenty reason annoyed,1.0,0.6666666666666666
1718,moorpark college notifies student potential measles exposure,0.0,0.6666666666666666
1719,wake find amtrak train measles wtf measles x kid immunized ploy,0.0,0.6666666666666666
1720,average people complain live longer releasing tension increase immunity boost health,0.0,1.0
1721,white house science indicates parent vaccinate kid shhhdont tell jenny mac cutler,1.0,1.0
1722,vintage mmr shirt today mruser amp rabbi wearing shirt,0.0,0.6666666666666666
1723,aid n qhpv vaccine reduces risk cost among older hivpositive msm treated hgain,1.0,0.6666666666666666
1724,researcher woman cancer killed measles virus unprecedented clinical trial,1.0,0.6666666666666666
1725,everything want know measles,1.0,0.6666666666666666
1726,illegals themalso u population spread disease like measles influenza every,0.0,0.6666666666666666
1727,cure male pattern baldness vaccine think child,0.0,0.6666666666666666
1728,yes plain measles vaccine good question avoid,0.0,0.6666666666666666
1729,bet culture society induce autism people claim vaccine,1.0,0.6666666666666666
1730,dont want vaccinate kid well nice photo vaccination massive iron lung,1.0,0.6666666666666666
1731,dr art caplan talk ethical issue global health moral challenge good enough respect cholera vaccination,1.0,1.0
1732,yet kid cant get autism vaccinated die several disease easily contactable amp preventable,1.0,1.0
1733,shouldnt worry measles,0.0,1.0
1734,one person dy vaccine get car risk much every day fucking life get fucking brain,1.0,0.6666666666666666
1735,california school advised close friday due measles outbreak,0.0,1.0
1736,white house science indicates parent vaccinate kid amid measles outbreak stemming california,1.0,1.0
1737,u measles case reach year high,0.0,1.0
1738,died measles usa since,1.0,0.6666666666666666
1739,kid asked yr vaccinated ampim howam threatu agreed proudlyunvaccinated,-1.0,1.0
1740,vaccinated parent unvaccinated child n get measles fault plain n simple n bad parent,1.0,1.0
1741,news flash measles outbreak usa obama invited ten thousand illegals central america come,0.0,1.0
1742,lmfao people argue vaccine kid immune system handle vaccinate kid idk hard,1.0,1.0
1743,kid,1.0,0.6666666666666666
1744,baltimore city health department child measles,0.0,1.0
1745,got reveal measles kid mumps chicken pox trifecta,0.0,1.0
1746,bet culture society induce autism people claim vaccine,1.0,0.6666666666666666
1747,hi im overly paranoid rob lowe dont child,-1.0,0.6666666666666666
1748,calling something controversial doesnt make controversial hpv vaccine work safe shame,1.0,0.6666666666666666
1749,yo mmrchickenpox booster achievement unlocked noe valley pediatrics,0.0,0.6666666666666666
1750,one k berkeley school vax rate though kid young unclear many vaccinated eligible,0.0,0.6666666666666666
1751,dont want information high school classmate vaccine bad,-1.0,0.6666666666666666
1752,help land promote mmr bbq year may th simple flyer make amp pas who,0.0,0.6666666666666666
1753,health official urge vaccination swine flu health official urging people vaccinated swine,0.0,0.6666666666666666
1754,properly immunized prior performance kid put legit show say,1.0,1.0
1755,imagine facebook included vaccination history profile page violation privacy important social safety information,-1.0,0.3333333333333333
1756,great meet feel amazing energy child family,1.0,0.6666666666666666
1757,amid measles outbreak vaccine teacher arent required much attention ongoing measles,0.0,0.6666666666666666
1758,studio time team need killer team right man,0.0,1.0
1759,vaccine cause autism here,-1.0,1.0
1760,texas science hater jenny mccarthy believer center measles outbreak headline isnt,1.0,0.6666666666666666
1761,raised child unvaccinated im glad survived thanks community immunity protecting,1.0,0.6666666666666666
1762,think cootie still kid think need update circlecircledotdot vaccine,0.0,1.0
1763,sb new providing immunity civil criminal liability certain health care provider performing,0.0,0.6666666666666666
1764,go local safeway giant ask flu vaccination,1.0,0.6666666666666666
1765,hpv vaccine eliminating disease etc focus one thing problem doesnt,-1.0,0.3333333333333333
1766,think got adult mmr year ago wait til tomorrow call dic ask may one bc greencard,0.0,0.6666666666666666
1767,different kind mmr alexander training full effect,0.0,1.0
1768,another study find link mmr vaccine autism,1.0,0.6666666666666666
1769,day care business host childrens vaccination clinic read neighbor,0.0,1.0
1770,le people easier control part agenda killing u vaccine fluoride water gmos etc,-1.0,1.0
1771,anyone doesnt get vaccine putting child danger life child,1.0,1.0
1772,child reading research vaccine autism sorry gene gave autism,1.0,1.0
1773,imu really telling people chill fact ebola fake vaccineautism crap,1.0,0.6666666666666666
1774,illegal immigrant vaccinated measles worry,0.0,1.0
1775,picking immunization record school dr graham hall pediatrician,1.0,0.6666666666666666
1776,didnt know still case measles,0.0,1.0
1777,north texas city alert confirmed measles case north texas north texas,0.0,1.0
1778,yo wtf gov letting people dont immunization amp people getting measleswtf,1.0,1.0
1779,parent right know child exposed unvaccinated classmate concern measles,0.0,0.6666666666666666
1780,cdc recommending vaccination combat seasonal flu detroit cbs detroit center disease control,0.0,0.6666666666666666
1781,measles vaccine benefit beyond measles measles vaccine introduced year ago child death rate,1.0,1.0
1782,dont forgetuser view full flu vaccine recommendation season cdc flu website,1.0,0.6666666666666666
1783,good deal need make sure he immunized possible since he boarding he great kid worry,0.0,0.6666666666666666
1784,patent need read article vaccinate influenza flu deadly even healthy kid,1.0,1.0
1785,nd tb test done mmr vaccine done cpr card need license,1.0,1.0
1786,despite measles outbreak hundred gallatin county opt vaccine,0.0,0.6666666666666666
1787,boston flu update vaccinated death boston resident received flu shot last w,0.0,0.6666666666666666
1788,progress eliminating measles stalled warns,0.0,0.6666666666666666
1789,hpv measles serious danger need publicity ebola scare came medium science disease panel,0.0,1.0
1790,join list infection amp others spread contact proper washing lower risk gethealthhands,0.0,1.0
1791,monetizing measles one internet entrepreneur helped antivaxxer movement go viral,-1.0,0.6666666666666666
1792,measles people forget really evolution everywhere u asked evolution world smarter,0.0,1.0
1793,fascinating stuff seen measles virus us fight cancer watch vice special cancer,0.0,1.0
1794,indiana online immunization registry pass milestone indiana state department health website,0.0,0.6666666666666666
1795,evidence hpv vaccine might lower cervical cancer risk,1.0,1.0
1796,family reminded backtoschool immunization month clark county school district start,0.0,0.6666666666666666
1797,rt two confirmed case measles denver area cmon folk,0.0,0.6666666666666666
1798,law requiring california parent vaccinate child likely pas last thursday state law,0.0,1.0
1799,hb new motor vehicle providing civil immunity removing child motor vehicle using forcible entry,0.0,1.0
1800,antivaccination parent risk everybodys life rarely call behavior criminalized,1.0,1.0
1801,rare disease kicked school made go doctor get vaccine,0.0,1.0
1802,measles ham protect herd,1.0,0.6666666666666666
1803,african child need vaccination american kid dont,1.0,1.0
1804,god wanted vaccinate kid,0.0,0.6666666666666666
1805,kenneths immunization record barrow co health dept pic,0.0,0.6666666666666666
1806,measles disneyland,0.0,1.0
1807,never beiber fever maslow measles hope made u smile laugh love u lot rock night xokarina,0.0,1.0
1808,mike great last nite amazing performance loved ronnie hinson started singing yall jesus measles,0.0,1.0
1809,wait mean another totally preventable disease spreading california losing herd immunity,0.0,1.0
1810,yet u health expertsr fanatically pushing sole credible response,-1.0,0.6666666666666666
1811,insight gsk vaccine ingredient scrutinized narcolepsy clue fox news,-1.0,0.6666666666666666
1812,common measles question answered,0.0,1.0
1813,whats real sad vaccination trial lawyer cause autism,0.0,0.6666666666666666
1814,flu vaccine contains time mercury legally allowed drinking water,-1.0,1.0
1815,state lawmaker aim limit reason vaccine exemption,0.0,0.6666666666666666
1816,get chance ask view childhood vaccination asked via twitter got response,0.0,1.0
1817,ohio pharmacist allowed administer mmr vaccine due growing measles mumps outbreak governor,0.0,0.6666666666666666
1818,come white house urge measles vaccination number infected pass,1.0,0.6666666666666666
1819,yes exemption law requiring child attending public private school vaccinated,-1.0,0.6666666666666666
1820,mmr hep amp b chickenpox etc limiting factor participation developed refrigeration developing,1.0,0.6666666666666666
1821,h shir mmr keystone,0.0,1.0
1822,usa people freak ebola dont vaccinate child,1.0,0.6666666666666666
1823,know lot school nurse people fill form ask religious exemption vaccination,0.0,1.0
1824,vaccinate damn kid hell jenny mccarthy,1.0,1.0
1825,state waiting fed providing vaccine child detainee light recent surge undocumented,0.0,1.0
1826,snuggle bunny baby got vaccine today especially cuddly,1.0,1.0
1827,preschool show lower vaccination rate affluent area,0.0,0.6666666666666666
1828,rt number early childhood vaccine linked autism,1.0,1.0
1829,say yes doctor vaccinate kid vaccine totally safe dont want kill somebody el kid,1.0,0.6666666666666666
1830,pretty much anything could possibly think floride water vaccination causing autism obamas student id,-1.0,0.6666666666666666
1831,contagious vaccine anti vaccine crowd doesnt seem remember kid suffered amp died remember polio,1.0,1.0
1832,cold war kid vaccine ram head live,0.0,0.6666666666666666
1833,iraq refused give guy immunity shd done water boarded get agree,0.0,1.0
1834,president tell parent vaccinate child pro life let dumbass reproduce,1.0,1.0
1835,ceh padahal mmr dah k,0.0,1.0
1836,step prevent kid horrific disease dont want get vaccinated vaccinate anyway,1.0,1.0
1837,nonimmunized child must treated differently docneed recognize deadly vaccine preventable disease possible,1.0,0.6666666666666666
1838,least surprising headline ever disneyland measles outbreak linked place low vaccination rate,0.0,0.6666666666666666
1839,study one vaccine studied countless autism,-1.0,0.6666666666666666
1840,thank miss informed people measles outbreak orange county california worst decade,1.0,1.0
1841,aid n malaria vaccine child hiv,0.0,0.6666666666666666
1842,cdc say flu shot le effective health official push hoosier get vaccinated,0.0,1.0
1843,vaccinated child abuse amp incredibly ignorant hope learned situation created,1.0,1.0
1844,windsor family wfour kid got cough vaccinated working pm,-1.0,0.6666666666666666
1845,also catching measles make immune measles doesnt strengthen immunity overall,0.0,0.6666666666666666
1846,shouldnt end discussion rt even isi support getting kid vaccinated,1.0,1.0
1847,necessity rt disneyland measles outbreak likely lead tougher law,0.0,0.6666666666666666
1848,developmental psych professor lecturing class important vaccinate kid,1.0,0.6666666666666666
1849,amnews aid measles educating public metropolitan atlanta dubious distinction one,1.0,1.0
1850,immunization requirement school year released indiana state department health published,0.0,1.0
1851,flu scare increasing demand vaccine flu scare continuing grow across country,0.0,0.6666666666666666
1852,sen boxer want child head start program get vaccinatedintroduces legislation,0.0,0.6666666666666666
1853,evidence point unvaccinated pplas cause outbreak disneyland stop lying,-1.0,1.0
1854,phew didnt get measles measle singularly,0.0,1.0
1855,let rip weekend civics exam high school senior forced vaccination measles debate parent,-1.0,0.6666666666666666
1856,study shown laughter help relieve pain bring greater happiness even increase immunity,0.0,1.0
1857,im still sick fuckn wit n got wrk n min,0.0,1.0
1858,vaccine still contain thermosil amp mercury,-1.0,0.6666666666666666
1859,horrible disease please get vaccinated short fun craycray,1.0,0.6666666666666666
1860,ebola vaccine would great thing risk,1.0,1.0
1861,nephew got measles keep touching,0.0,1.0
1862,maryland issue new vaccine requirement school child state maryland amended,0.0,0.6666666666666666
1863,measles case spiked last year thats vaccinate,1.0,1.0
1864,college student required immunized measles disease,1.0,0.6666666666666666
1865,tasty blt side mmrv vaccine,0.0,0.6666666666666666
1866,reason one ever vaccinate kid via,-1.0,1.0
1867,rotavirus vaccine greatly reduced gastroenteritis hospitalization child,1.0,0.6666666666666666
1868,weird bronze last season im high silver mmr gold,0.0,1.0
1869,safe period,1.0,1.0
1870,low key dont even know go school wednesday havent gotten vaccinated,0.0,1.0
1871,weasel mean measles,0.0,0.6666666666666666
1872,infant return samo high school daycare measles scare dozen infant exposed baby,0.0,1.0
1873,protect mumps mmr vaccine call go college isnt ohio state,1.0,1.0
1874,rhyme sick got measles hop track beegle,0.0,1.0
1875,best physician vaccine info cdc aap redbook acip childrens chop vaccine info center,0.0,0.6666666666666666
1876,death threat holocaust warning california vaccine bill extraordinary fight,1.0,0.6666666666666666
1877,mo check mmrchickenpox vaccine reading pediatrics wyomissing pa,1.0,0.6666666666666666
1878,absolutely science support vaccine amp autism notion make folk feel better cause,1.0,1.0
1879,example bill gate said world population need controlled gave defected vaccine thousand african child,-1.0,0.6666666666666666
1880,thimerosal mercury mmr stole son,-1.0,1.0
1881,seattle king leon fan may exposed measles may also exposed terrible music,0.0,1.0
1882,brasil jogando pior que galera meu mmr pqp,0.0,1.0
1883,history repeat antivac comic s vaccinate child,1.0,1.0
1884,chlamydia lead blindness infertility death among koala luckily vaccine successfully testedawesome,1.0,1.0
1885,vaccinate kid,1.0,0.6666666666666666
1886,quack say u kill virus cooking meat x temp there prob quack say dead virus aid vaccine,-1.0,0.6666666666666666
1887,double chance measles,0.0,0.6666666666666666
1888,apparently get meningitis vaccine school start cant get book amp schedule wth thats fucked bro,-1.0,0.6666666666666666
1889,oregon highrate student u rate school,0.0,0.6666666666666666
1890,required immunization yes school healthcare org etc requiring,0.0,0.6666666666666666
1891,getting vaccination panama mission trip riverview health pavilion,1.0,1.0
1892,cdc caught hiding data showing mercury vaccine linked,-1.0,1.0
1893,people dont vaccinate kid without medically verifiable reason probably shouldnt kid,1.0,1.0
1894,parent wanting kid vaccine go school claim kid r held hostage mine sick,1.0,0.6666666666666666
1895,rt measles warning issued connecticut,0.0,1.0
1896,number measles case amp people getting vaccinated growing north texas cbs news measles,1.0,0.6666666666666666
1897,time get fully vaccinated,1.0,1.0
1898,treat woman dont want nothing real except mmr special,0.0,1.0
1899,hope massive dose measles clear woman,0.0,0.6666666666666666
1900,ride giving strange craving budweiser symptom,0.0,1.0
1901,finding last year combination headneck injury vaccinesworst case scenario asd,0.0,0.6666666666666666
1902,exposure disease build body immunity,0.0,1.0
1903,frustrating main argument vaccine even child get vaccine still contract illness,1.0,0.6666666666666666
1904,wish could go back time get kid vaccinated,-1.0,1.0
1905,measles outbreak turn zombie outbreak find swear life find,0.0,1.0
1906,little bitch disease going around make sure get vaccinated,1.0,0.6666666666666666
1907,measles killed kid car accident aid via,1.0,0.6666666666666666
1908,wi gov scott walker signed law castle doctrine creates immunity one killsinjures breaking property,0.0,1.0
1909,played oregon trail hunt people died measles diphtheria,0.0,0.6666666666666666
1910,stop blaming first diseasesbrought ancestor,0.0,1.0
1911,paperwork ug orange county health care agency travel immunization clinic santa ana ca,1.0,0.6666666666666666
1912,correct vaccine still mercury preservative multiple dose influenza though,1.0,1.0
1913,really hope measles shot,1.0,1.0
1914,bad wont read thanks bringing back measles whooping cough,1.0,0.6666666666666666
1915,mississippi west virginia toughest school immunization mississippi west virginia known,0.0,1.0
1916,seriously question intelligence fitness parent refuse vaccinate kid,1.0,1.0
1917,notion get novel falling love something quite irresistible something happens like measles take work,0.0,1.0
1918,gay men frequent nyc urged get vaccine local health official urging gay men consider vaccine,1.0,1.0
1919,people talk arent getting kid vaccinated cause autism even though evidence support,1.0,1.0
1920,hamilton county school bar kid without indiana measles vaccination indianapolis star,0.0,1.0
1921,deadline nears whooping cough vaccine simple message reading tdap shot school posted fro,1.0,0.6666666666666666
1922,help save m kid life pledge bill next yr vaccine alliance,1.0,0.6666666666666666
1923,people freak fall cohort think harm child airliner make,1.0,0.6666666666666666
1924,sb engross require meningococcal immunization school entry,0.0,0.6666666666666666
1925,two obama science agency caught fudging number climate change vaccine death,0.0,0.6666666666666666
1926,baby get vaccinated ltltltlt,1.0,1.0
1927,taking baby girl get vaccinated south branch pet amp bird clinic,1.0,1.0
1928,rtuser sin unacknowledged disease everybody affected holy bible vaccination,0.0,1.0
1929,kid getting vaccinationscuz jimmy kimmel told hamilton pediatrics hamilton nj,1.0,1.0
1930,news mightve missed million child get immunized,0.0,0.6666666666666666
1931,le measles weasel,0.0,1.0
1932,aint illest nigga im new vaccine really like poison new jack swing,0.0,0.6666666666666666
1933,measles like yo ebola youre welcome,0.0,1.0
1934,goverment finally admitted new continued giving mmr shot caused autismthe shot done sep,-1.0,1.0
1935,people homeschooled didnt vaccination kid grow upampthey going work place immunized,0.0,0.6666666666666666
1936,dirt game,0.0,1.0
1937,people dont vaccinate kid believe dumb conspiracy theory proven untrue piss,1.0,1.0
1938,alternative medicine based iota truth puffed conspiracy theory vaccine save life,1.0,0.6666666666666666
1939,flannery fired measles vaccination,0.0,0.6666666666666666
1940,hb engross public health safety animal quarantine requiring rabies vaccination effective date,0.0,0.6666666666666666
1941,people get kid vaccinated gosh,1.0,1.0
1942,great game really tired trying pick instead went pick nose thats,0.0,0.6666666666666666
1943,strong baby immunized,1.0,0.6666666666666666
1944,unless jenny mccarthy writes book entitled im sorry helped spread whooping cough measles better,1.0,1.0
1945,health profit follow money monopoly,-1.0,1.0
1946,dude measles went shopping winco shs,0.0,1.0
1947,many follow like sheep measles sad yes thousand suffering aes quiet,0.0,0.6666666666666666
1948,bart measles scare raise vaccination concern question who susceptible week warning,0.0,0.6666666666666666
1949,almost high school student immunized measles banned class today palm desert yes,1.0,0.6666666666666666
1950,think vaccine causing autism maybe vaccinate straight jet fuel see also cause austim,1.0,1.0
1951,unreported measles exposure patient health center mesa exposed measles nine day date,0.0,1.0
1952,free backtoschool vaccine child without insurance westchester county health department offering,1.0,0.6666666666666666
1953,absolutely brilliant let protect kid td parent agrees,1.0,1.0
1954,parent debate childrens vaccination requirement battle vaccination heating last,0.0,1.0
1955,student may exposed measles orange county high school,0.0,1.0
1956,nancy snyderman discus measles immunization wouldnt stay quarantined embolus trust way,0.0,0.6666666666666666
1957,ethical negligence parent refuse vaccinate child,1.0,1.0
1958,remember time went date girl doesnt vaccinate kid yeah awesome,1.0,1.0
1959,im side parent decide vaccination kid power government totalitarian become,0.0,0.6666666666666666
1960,dont kid mutates high rate vaccine people global mobile predict gtgtgt rapidly,-1.0,0.6666666666666666
1961,come people rt unvaccinated people spread measles disneyland,1.0,1.0
1962,fully vaxed amp vaccine injured thanks,-1.0,1.0
1963,call antivaccinators truthers jahar fan hamas apologist westboro bandwagon jumper like,-1.0,0.3333333333333333
1964,spokane school get tough vaccination remove child spokane school district getting tough,1.0,0.6666666666666666
1965,still talking people vaccinating kid crisis going dr pepper bonnie bell chapstick,1.0,0.6666666666666666
1966,average people complain live longer releasing tension increase immunity boost health il lve evr,0.0,1.0
1967,sometimes hard trust want make best decision child vaccine safe amp research show,1.0,1.0
1968,would take measles return permanently,0.0,0.6666666666666666
1969,doctor paul measles one leading cause permanent eye problem child worldwide,1.0,0.6666666666666666
1970,sb update child protective service providing definition immunity liability,0.0,1.0
1971,thimerosal mercury mmr stole son knew lied,-1.0,0.6666666666666666
1972,vaccine law arrives kid return school,0.0,0.6666666666666666
1973,come think obamacare also benefit illegal student ur school need vaccine medical examination etc,0.0,0.6666666666666666
1974,people dont immunize child idiot disagree feel free keep,0.0,0.6666666666666666
1975,bb marketing round table hosted columbia tower club w others pic,0.0,1.0
1976,placed u pro high mmr u cant handle voidrazores player,0.0,1.0
1977,la county offer free hepatitis vaccine los angeles county department public health offering free,1.0,0.6666666666666666
1978,measles outbreak thought,0.0,1.0
1979,multiple vaccine given simultaneously harmful single vaccine,-1.0,1.0
1980,suspected measles case linked paradise valley school principal kiva elementary paradise valley sent,0.0,1.0
1981,kid allowed bring peanut butter school allowed bring measles lose collective compass,1.0,0.6666666666666666
1982,great overview amp hpv,0.0,0.6666666666666666
1983,im getting measles,0.0,1.0
1984,made reservation mmr tomorrow,0.0,1.0
1985,convinced patient work today antivaccine beneficial child vaccinated,1.0,1.0
1986,think still alive measles yet,0.0,1.0
1987,good reputation health main issue vaccination requirement would main question good luck,0.0,0.6666666666666666
1988,crap like huge outbreak measles uk,1.0,0.6666666666666666
1989,parent dont vaccinate kid go jail,0.0,0.6666666666666666
1990,read roald dahl heartbreaking endorsement measles vaccination,1.0,1.0
1991,im supermarket truly choice measles feel like acting like lizard anyone stare,0.0,1.0
1992,hiv vaccine safe enough pas phase human trial dam getting somewhere,1.0,0.6666666666666666
1993,nationalism infantile disease measles mankind,0.0,1.0
1994,time get second mmr shot college,1.0,0.6666666666666666
1995,apparently bunch player missed mmr booster shot,0.0,0.6666666666666666
1996,doctor right informal note son doesnt diabetes measles arthritis cancer thank u wasting time,0.0,1.0
1997,knx spotlight vaccine dilemma parent vaccinate kidsthats focus knx spotlight,0.0,0.6666666666666666
1998,measles asshole,0.0,0.6666666666666666
1999,mumps nd measles shot tetanus shot nd tb skin shot,1.0,1.0
2000,get kid vaccinated,0.0,1.0
2001,arent vaccine reactive wouldnt smallpox vaccine dev reaction killing u,1.0,0.6666666666666666
2002,cedar sinai getting travel vaccine africa ahhhh im child come shot,1.0,0.6666666666666666
2003,would rather kid dead smallpox healthy autistic child kidding vaccine dont cause autism win win,1.0,1.0
2004,folk age mumps prior vaccination introduction probably great risk advantage age,0.0,1.0
2005,unvaccinated child fucking get vaccinated,1.0,1.0
2006,madden mobile coin sale mmr pro member legit playeranyone interested follow n dm thank,0.0,1.0
2007,vaccination fail prevent disease proven cause disease please consider reversing position,-1.0,0.3333333333333333
2008,preemployment reqs getting knocked tb test mmr titer drug screen got fingerprinted,0.0,1.0
2009,sorry bit tards one five millennials think vaccine cause autism,1.0,0.6666666666666666
2010,believe clinton issued statement urging parent vaccinate kid,1.0,1.0
2011,rt illinois law financially penalizes public school vaccination rate drop cont,0.0,1.0
2012,new vaccination child required,0.0,0.6666666666666666
2013,wow waiting get measles vaccine woman walk get rx refilled birth year,1.0,1.0
2014,type people dont vaccinate kid work apple care,1.0,0.6666666666666666
2015,case measles article find,0.0,0.6666666666666666
2016,starting marching band tomorrow great exciting year,0.0,1.0
2017,kid hospital dying cu uneducated think vaccine cause autism,1.0,0.6666666666666666
2018,study mmr vaccine trigger autism new information doctor say could end concern,1.0,0.6666666666666666
2019,though rand paul view agree dead wrong vaccine proven defense disease,1.0,1.0
2020,irritate im pediatrician parent dont want child vaccinated make sense,1.0,1.0
2021,meant new mmr count gold objective kda,0.0,1.0
2022,almost time live chat pm est let talk,0.0,1.0
2023,silvito el libre measles mild disease measles mild disease measles eight year old,0.0,0.6666666666666666
2024,mt dph confirms two case measles metrowest person shopped trader joes thanks antivaxxers,1.0,0.6666666666666666
2025,two infant test positive measles chicagoarea day care showing symptom,0.0,0.6666666666666666
2026,purposely ignoring crap kid vaccinated end discussion,1.0,1.0
2027,oped columnist disneyland measles madness,0.0,1.0
2028,cdc blame sciencedenying antivaxxers year high measles case via,1.0,0.6666666666666666
2029,measles outbreak orange county california worst decade,0.0,0.6666666666666666
